,Month,Coal Production (Thousand Short Tons),Coal Net Imports (Thousand Short Tons),Coal Stock Change (Thousand Short Tons),Coal Consumption (Thousand Short Tons),Wood Energy Production (Trillion Btu),Biofuels Production (Trillion Btu),Total Biomass Energy Production (Trillion Btu),Total Renewable Energy Production (Trillion Btu),Hydroelectric Power Consumption (Trillion Btu),Geothermal Energy Consumption (Trillion Btu),Solar Energy Consumption (Trillion Btu),Wind Energy Consumption (Trillion Btu),Wood Energy Consumption (Trillion Btu),Waste Energy Consumption (Trillion Btu),Biofuels Consumption (Trillion Btu),Total Biomass Energy Consumption (Trillion Btu),Total Renewable Energy Consumption (Trillion Btu),Total Petroleum Field Production (Thousand Barrels per Day),Petroleum Imports (Thousand Barrels per Day),Petroleum Exports (Thousand Barrels per Day),Petroleum Stock Change (Thousand Barrels per Day),Petroleum Products Supplied (Thousand Barrels per Day),Natural Gas Marketed Production (Wet) (Billion Cubic Feet),Natural Gas Imports (Billion Cubic Feet),Natural Gas Exports (Billion Cubic Feet),Natural Gas Net Storage Withdrawals (Billion Cubic Feet),Natural Gas Consumption (Billion Cubic Feet)
433,2009-02-01,89687.703,-1967.635,7901.102,80120.525,150.552,109.634,294.389,545.223,173.845,15.517,4.354,57.117,150.552,34.203,101.386,286.141,536.975,7062.801,12095.036,1807.668,390.571,18821.811,1704.919,321.522,103.196,380.078,2331.768
434,2009-03-01,96062.189,-2464.151,12516.557,77813.967,159.501,119.507,319.356,625.284,213.036,17.252,6.353,69.287,159.501,40.348,117.49,317.339,623.267,7109.261,12446.484,1837.662,831.677,18718.9,1875.053,325.165,103.699,98.032,2170.514
435,2009-04-01,89072.262,-2209.81,13302.927,72019.193,151.432,115.45,303.489,651.263,251.513,16.341,7.132,72.787,151.432,36.607,119.403,307.442,655.216,7166.019,11961.533,1900.327,436.9,18672.389,1783.234,321.848,80.016,-256.613,1741.243
436,2009-05-01,85236.422,-1269.11,7537.455,75264.05,156.528,125.507,319.032,693.147,288.502,16.616,7.88,61.117,156.528,36.998,129.748,323.274,697.389,7330.851,11476.581,2015.083,499.71,18211.024,1843.327,265.793,77.072,-475.321,1504.992
437,2009-06-01,88707.915,-4045.324,2745.833,83826.921,158.244,126.318,321.739,685.792,285.318,16.212,7.873,54.65,158.244,37.176,128.286,323.707,687.759,7195.846,11936.1,1962.695,440.433,18827.623,1791.993,281.97,66.259,-392.933,1528.41
438,2009-07-01,90846.559,-2459.135,-780.547,89133.755,167.558,137.683,343.841,645.637,228.235,16.814,8.388,48.36,167.558,38.599,137.62,343.778,645.574,7305.851,11829.903,2348.181,185.968,18626.206,1827.798,316.715,76.273,-345.053,1659.05
439,2009-08-01,90307.723,-3488.032,-4987.502,91730.842,170.874,139.431,348.551,618.027,191.105,16.773,8.265,53.333,170.874,38.246,139.782,348.901,618.377,7337.277,11182.516,2118.927,-519.065,18949.429,1842.284,336.848,78.755,-280.268,1737.335
440,2009-09-01,88184.531,-3770.571,4867.932,78756.705,161.716,134.584,332.374,570.906,169.421,16.289,7.43,45.391,161.716,36.075,132.892,330.682,569.214,7521.228,11755.833,2105.057,490.9,18594.425,1733.98,307.026,83.786,-300.893,1574.901
441,2009-10-01,88002.246,-4602.51,4560.954,80034.899,165.592,142.871,346.472,628.228,192.185,16.479,6.592,66.501,165.592,38.01,143.407,347.009,628.765,7500.569,10877.806,2222.804,-752.548,18802.848,1814.913,273.124,78.092,-171.722,1666.078
442,2009-11-01,85564.321,-4079.638,2723.88,78501.9,162.144,147.495,348.333,642.567,205.035,16.841,5.256,67.102,162.144,38.694,142.409,343.246,637.48,7390.566,11105.067,2029.006,-372.667,18752.988,1757.52,294.918,96.892,-36.283,1775.166
443,2009-12-01,86229.442,-3524.037,-8617.068,93826.234,168.514,152.906,360.689,692.188,241.363,17.912,4.822,67.403,168.514,39.268,146.999,354.782,686.281,7411.114,10534.065,1996.355,-1211.71,19236.535,1802.449,349.682,115.328,707.169,2490.925
444,2010-01-01,85710.75,-4201.915,-10695.049,96493.761,187.178,150.936,377.071,684.564,218.369,17.852,4.401,66.871,187.178,38.958,141.164,367.299,674.792,7421.275,11300.484,1896.688,224.839,18649.432,1824.143,384.586,93.57,822.494,2809.788
445,2010-02-01,83087.141,-4146.467,-7305.634,86001.06,171.797,140.823,347.952,622.652,200.874,15.872,4.96,52.993,171.797,35.332,135.008,342.138,616.837,7596.522,11230.429,2033.902,-31.786,18831.184,1682.869,324.124,87.82,628.235,2480.95
446,2010-03-01,96904.372,-4655.052,8127.353,82444.118,187.22,156.949,384.094,696.585,203.761,17.801,7.135,83.795,187.22,39.925,147.757,374.903,687.394,7591.364,11621.355,2149.084,97.226,19080.238,1864.519,318.769,99.574,34.024,2142.925
447,2010-04-01,90959.675,-5545.318,11518.882,72790.215,179.128,150.611,368.922,675.623,186.307,16.99,8.142,95.262,179.128,39.183,147.282,365.593,672.294,7453.203,12525.633,2432.47,744.6,19066.312,1813.312,298.464,75.938,-364.496,1691.813
448,2010-05-01,85400.774,-5745.458,2722.916,81570.459,181.788,155.303,376.012,732.65,244.673,17.839,9.273,84.853,181.788,38.921,153.715,374.424,731.062,7491.509,12141.387,2399.093,651.71,18874.474,1886.476,297.801,85.725,-415.697,1617.274
449,2010-06-01,88621.153,-5616.077,-9407.111,92983.42,182.446,151.148,372.328,768.894,291.254,17.219,9.566,78.526,182.446,38.734,153.327,374.508,771.073,7425.668,12443.9,2303.907,353.133,19561.783,1802.492,282.26,90.04,-325.735,1649.515
450,2010-07-01,90794.651,-5538.545,-15499.278,100582.163,189.157,156.691,385.443,717.52,239.186,17.479,9.814,65.598,189.157,39.595,157.151,385.903,717.979,7291.388,12674.677,2516.085,465.387,19290.931,1896.082,328.655,85.851,-230.628,1825.828
451,2010-08-01,93349.629,-5299.149,-8765.976,100393.037,190.522,158.933,389.064,677.96,196.283,17.706,9.68,65.227,190.522,39.609,157.403,387.534,676.43,7518.043,12356.29,2410.276,212.161,19663.179,1917.995,304.901,84.164,-189.558,1878.926
452,2010-09-01,93360.277,-5556.269,5111.345,85385.77,184.923,154.972,377.355,641.005,168.439,17.11,8.779,69.321,184.923,37.46,151.737,374.119,637.769,7719.297,11822.567,2344.566,-46.6,19464.55,1861.038,281.518,79.475,-363.404,1637.491
453,2010-10-01,91830.675,-4848.538,11462.644,76590.832,185.667,161.893,386.771,661.275,172.515,16.975,7.514,77.5,185.667,39.211,159.121,383.999,658.503,7755.332,11142.419,2479.988,-412.968,18927.776,1956.114,294.744,95.974,-360.077,1664.938
454,2010-11-01,91558.198,-5541.614,8877.869,78697.159,183.819,162.58,386.602,695.959,190.842,17.108,6.309,95.098,183.819,40.202,156.101,380.123,689.48,7711.722,11096.133,2598.487,-663.967,18965.439,1892.658,273.165,123.537,77.18,1973.294
455,2010-12-01,92790.853,-5668.586,-9187.419,94581.723,193.095,167.041,400.917,739.075,226.037,18.027,5.711,88.383,193.095,40.781,161.47,395.347,733.505,7731.898,11132.226,2644.026,-1088.839,19732.851,1984.174,351.773,135.121,674.935,2714.054
456,2011-01-01,91355.47,-7495.643,-11679.452,96303.081,193.637,167.958,400.13,755.268,248.06,18.48,5.52,83.077,193.637,38.536,152.13,384.302,739.44,7609.098,12164.968,2750.216,453.318,18933.847,1952.732,371.919,135.721,811.364,2888.64
457,2011-02-01,85574.596,-7432.429,-3305.699,79576.763,173.103,150.317,359.201,718.247,234.459,16.676,6.363,101.547,173.103,35.781,143.369,352.253,711.299,7412.109,10673.607,2634.484,-1044.259,18817.487,1728.929,311.154,125.014,594.134,2452.403
458,2011-03-01,96548.199,-8308.308,3990.946,78766.962,186.444,169.593,394.547,826.703,302.503,18.388,8.813,102.452,186.444,38.511,158.974,383.928,816.084,7810.038,11754.839,2732.559,-98.867,19189.218,2002.359,315.408,144.36,150.896,2230.493
459,2011-04-01,88563.173,-7706.132,8965.985,72497.188,175.84,161.701,373.224,824.252,303.084,17.258,9.997,120.689,175.84,35.683,152.516,364.039,815.067,7744.165,11745.733,3071.417,100.779,18581.506,1960.847,277.936,126.374,-216.314,1825.023
460,2011-05-01,86850.038,-7729.502,2393.257,79098.326,177.915,169.175,384.288,844.606,316.615,18.194,11.13,114.378,177.915,37.199,163.029,378.142,838.459,7856.557,11806.581,2735.08,870.01,18428.859,2030.695,271.252,131.797,-405.45,1667.396
461,2011-06-01,88877.804,-8131.735,-9803.155,89651.825,184.151,166.87,389.076,836.734,312.381,17.02,11.526,106.731,184.151,38.056,166.3,388.506,836.164,7775.896,11805.633,2715.804,60.609,19187.136,1954.453,266.617,119.47,-345.722,1657.334
462,2011-07-01,85497.597,-6656.973,-15788.192,99618.148,189.298,169.97,398.608,804.736,303.962,17.723,11.684,72.76,189.298,39.34,160.362,388.999,795.127,7646.515,11684.516,3052.82,226.226,18710.295,2032.795,293.477,113.28,-248.358,1890.515
463,2011-08-01,95494.62,-7842.546,-10738.811,97762.441,189.485,172.894,401.827,754.488,250.319,17.777,11.952,72.613,189.485,39.447,172.416,401.349,754.01,7891.912,11160.968,3002.408,-654.871,19362.994,2056.617,280.284,111.404,-249.075,1891.783
464,2011-09-01,94013.446,-7888.252,5014.648,82341.004,183.603,165.114,386.447,688.692,207.705,17.127,10.674,66.739,183.603,37.73,158.35,379.682,681.927,7785.005,11225.567,3174.095,-530.672,18886.581,1987.134,251.846,126.744,-404.114,1655.634
465,2011-10-01,94642.615,-8241.524,13551.88,75260.839,182.755,174.492,397.089,719.072,192.254,17.836,9.628,102.265,182.755,39.843,165.83,388.427,710.41,8214.171,11005.194,3107.321,-394.828,18816.849,2118.735,282.159,109.513,-390.984,1744.454
466,2011-11-01,94108.648,-8001.135,11911.238,72706.918,183.367,176.489,400.207,747.237,200.932,17.57,7.674,120.853,183.367,40.352,165.678,389.396,736.426,8408.31,11156.3,3158.755,-24.337,19058.754,2076.152,248.908,127.599,-40.511,2031.872
467,2011-12-01,94101.33,-8736.776,5698.387,79364.672,193.623,184.737,419.677,779.516,230.58,18.261,7.467,103.532,193.623,41.317,174.966,409.906,769.745,8406.046,10982.677,3667.336,-700.42,18769.243,2134.904,297.733,134.374,390.147,2541.878
468,2012-01-01,95101.634,-8337.405,3831.691,76291.6,184.808,175.628,398.833,773.134,219.888,17.4,7.288,129.726,184.808,38.397,154.493,377.697,751.999,8555.407,10910.161,2869.603,630.154,18298.587,2152.698,281.131,130.464,553.237,2756.18
469,2012-02-01,85913.982,-7926.611,7905.272,68466.207,173.569,162.715,372.611,695.351,193.017,16.387,8.165,105.171,173.569,36.328,151.051,360.947,683.687,8667.288,10489.69,2993.958,-158.06,18622.085,1974.431,269.906,130.175,466.869,2500.654
470,2012-03-01,85849.259,-10355.842,9618.354,63074.891,177.467,170.029,387.374,796.681,246.546,17.608,11.678,133.476,177.467,39.878,162.998,380.343,789.65,8711.009,10605.129,3115.887,553.38,18129.582,2118.693,265.152,141.164,-37.796,2127.761
471,2012-04-01,77514.076,-11905.499,7131.896,56898.617,168.213,163.07,368.516,770.234,250.215,17.084,13.478,120.941,168.213,37.232,159.117,364.563,766.281,8703.043,10610.5,3271.773,73.839,18162.625,2044.519,243.018,123.15,-140.577,1953.071
472,2012-05-01,81716.713,-11270.524,419.368,68014.705,177.25,171.377,386.825,812.443,272.562,17.787,15.933,119.336,177.25,38.198,168.413,383.861,809.479,8761.54,11117.323,3207.354,433.04,18574.59,2121.367,259.023,132.979,-288.414,1873.835
473,2012-06-01,81816.274,-12029.775,-5461.14,76642.097,176.385,163.931,377.323,778.948,253.685,17.361,16.651,113.928,176.385,37.006,163.819,377.21,778.836,8607.502,11424.233,3215.761,407.135,18873.241,2039.909,259.732,125.14,-236.001,1868.356
474,2012-07-01,86320.752,-10728.953,-15082.486,91587.644,183.79,155.945,379.041,750.086,252.091,17.946,17.063,83.946,183.79,39.306,156.863,379.959,751.004,8750.99,10793.677,3237.466,60.797,18540.192,2162.384,281.166,118.367,-137.428,2069.773
475,2012-08-01,90816.376,-9930.376,-6905.455,87918.693,185.198,161.078,385.552,719.598,219.192,17.786,16.478,80.59,185.198,39.276,166.493,390.967,725.012,8720.059,10879.613,3081.491,-386.553,19139.668,2151.742,281.35,139.248,-169.382,2008.815
476,2012-09-01,81818.464,-8489.036,2351.753,74477.409,179.203,150.0,366.465,650.584,167.517,17.576,15.384,83.642,179.203,37.263,148.694,365.16,649.279,9057.721,10475.2,3163.697,622.735,18080.89,2094.289,257.99,137.374,-294.63,1807.208
477,2012-10-01,85238.606,-8553.574,3999.013,71773.73,180.24,152.466,373.472,682.912,157.02,18.027,14.153,120.241,180.24,40.766,157.631,378.637,688.077,9472.761,10047.355,3254.752,-311.896,18707.948,2168.774,253.402,139.93,-245.68,1901.084
478,2012-11-01,84147.063,-7718.028,1638.72,75318.703,178.719,148.782,368.172,686.847,178.257,18.023,11.547,110.848,178.719,40.671,148.982,368.372,687.048,9612.608,10181.4,3404.122,3.235,18528.432,2101.833,233.853,142.299,129.353,2167.841
479,2012-12-01,80205.219,-9340.782,-2544.961,78720.825,186.371,153.866,382.521,769.199,218.713,18.608,11.142,138.215,186.371,42.283,151.417,380.071,766.749,9514.133,9643.871,3636.018,-117.594,18130.242,2152.64,252.066,158.538,391.681,2503.907
480,2013-01-01,82712.567,-8917.34,-5806.12,80587.134,199.658,150.116,391.206,797.741,236.889,18.578,10.449,140.62,199.658,41.432,149.174,390.264,796.799,9461.487,10088.935,2881.298,98.436,18735.783,2136.4,278.078,154.442,732.132,2878.785
481,2013-02-01,77586.062,-8241.609,-2835.163,72485.533,179.53,137.251,353.773,711.752,194.813,16.666,12.205,134.295,179.53,36.992,139.285,355.807,713.786,9640.943,9286.393,3279.872,-759.109,18653.847,1935.275,236.875,133.003,612.753,2567.155
482,2013-03-01,84567.981,-13246.947,-3370.933,75914.288,195.918,159.161,397.238,779.063,195.918,18.543,17.039,150.325,195.918,42.16,161.362,399.439,781.264,9690.406,9534.194,3111.178,72.227,18547.413,2136.856,248.29,148.544,386.607,2521.108
483,2013-04-01,78909.122,-9082.335,1948.072,65959.613,185.361,159.769,385.899,828.095,239.451,17.376,18.627,166.741,185.361,40.77,161.997,388.128,830.323,9884.841,10167.5,3234.688,468.871,18594.266,2094.623,220.608,125.771,-141.082,1967.458
484,2013-05-01,83270.747,-9607.845,4830.087,69885.357,193.12,169.453,404.043,869.011,271.442,17.87,20.722,154.933,193.12,41.47,170.666,405.256,870.224,9881.979,10174.065,3471.534,341.604,18732.876,2157.048,234.183,142.071,-426.168,1752.469
485,2013-06-01,81031.303,-7980.541,-5380.287,80169.252,192.995,167.146,400.577,832.404,261.271,17.415,21.97,131.171,192.995,40.437,172.624,406.055,837.883,9818.079,9881.7,3593.658,65.172,18815.959,2084.393,236.69,133.808,-378.744,1742.917
486,2013-07-01,84517.933,-8251.372,-11969.605,88299.204,204.781,170.283,417.027,823.306,260.036,18.148,22.251,105.844,204.781,41.963,171.443,418.187,824.467,10142.715,10299.871,3850.627,-35.322,19259.928,2196.404,236.199,128.612,-280.545,1926.33
487,2013-08-01,90199.069,-9363.194,-6317.54,87155.789,202.372,166.758,411.328,750.86,206.403,18.011,23.202,91.917,202.372,42.198,172.073,416.642,756.174,10247.141,10248.903,3724.616,143.685,19139.801,2191.677,236.248,130.324,-277.858,1927.379
488,2013-09-01,82877.616,-8576.038,-2738.419,77901.622,190.5,162.24,392.654,705.477,161.826,17.616,21.998,111.382,190.5,39.914,170.498,400.912,713.734,10628.405,10036.3,3631.56,309.663,19281.579,2115.463,243.881,122.421,-361.096,1766.973
489,2013-10-01,80602.952,-9147.594,1228.653,71824.198,195.16,177.495,414.632,748.438,164.092,18.402,21.221,130.092,195.16,41.976,183.08,420.217,754.023,10524.091,9608.484,4073.814,-766.779,19322.771,2192.6,220.43,122.406,-260.928,1866.762
490,2013-11-01,80576.343,-7661.817,1782.991,71439.212,195.075,176.018,413.361,767.298,168.655,16.959,17.543,150.779,195.075,42.268,175.941,413.284,767.22,10663.732,9385.433,3966.662,-698.135,19488.027,2143.606,218.693,113.682,215.825,2316.909
491,2013-12-01,77990.084,-8676.211,-9897.175,82820.614,203.786,185.25,433.893,804.457,201.585,18.423,17.297,133.26,203.786,44.857,185.514,434.157,804.721,10588.084,9539.323,4601.569,-939.518,19005.824,2177.887,273.181,117.329,725.261,2920.826
492,2014-01-01,82992.488,-7086.73,-15234.668,89062.794,204.463,169.589,418.976,829.877,205.737,18.279,16.549,170.336,204.463,44.923,163.976,413.362,824.263,10768.215,9305.097,3911.334,-437.69,19102.562,2198.795,295.356,134.807,991.698,3204.129
493,2014-02-01,75320.0,-8389.833,-14301.592,81580.981,185.762,153.382,379.971,712.919,165.437,16.342,17.946,133.222,185.762,40.827,151.699,378.288,711.236,10862.33,9155.0,3657.724,57.577,18904.603,2033.039,245.422,138.55,745.094,2741.24
494,2014-03-01,86958.617,-9657.35,-2074.193,77685.495,203.755,172.687,420.974,864.639,230.685,18.114,26.197,168.668,203.755,44.532,168.937,417.224,860.888,11122.195,9255.935,3992.902,265.83,18452.042,2267.138,234.189,149.508,363.369,2557.89
495,2014-04-01,82981.424,-7022.304,10837.26,63209.565,192.91,169.65,406.459,872.368,241.934,17.711,29.04,177.224,192.91,43.899,168.006,404.815,870.724,11471.455,9600.067,3974.17,930.656,18834.401,2247.677,200.669,121.928,-223.984,1961.678
496,2014-05-01,83793.445,-6902.217,7141.024,69184.695,196.178,177.941,417.246,869.21,252.432,18.064,33.098,148.369,196.178,43.127,176.546,415.851,867.815,11599.22,9387.226,4112.732,932.55,18601.157,2310.058,206.657,114.105,-488.355,1810.222
497,2014-06-01,79068.896,-7175.042,-4542.649,79487.082,200.325,177.292,420.03,867.499,244.824,17.519,34.879,150.247,200.325,42.412,175.57,418.307,865.776,11840.256,8836.967,4154.957,117.813,18878.161,2247.082,201.655,119.864,-472.898,1745.351
498,2014-07-01,84448.36,-6191.698,-8069.928,86802.295,206.684,183.262,434.94,834.735,231.639,17.942,34.312,115.902,206.684,44.994,180.073,431.752,831.547,11960.703,9495.581,4463.934,140.575,19247.071,2371.359,201.176,127.301,-408.885,1881.017
499,2014-08-01,87346.499,-6561.432,-6265.189,86357.128,207.939,179.302,430.195,768.361,188.367,18.034,35.043,96.722,207.939,42.954,181.597,432.49,770.656,12061.389,9318.645,4457.237,189.723,19371.8,2384.273,206.554,115.376,-382.555,1933.061
500,2014-09-01,83581.92,-6818.473,2395.579,74293.549,195.842,173.21,409.688,722.957,152.867,17.654,33.196,109.553,195.842,40.635,171.931,408.409,721.678,12276.456,9181.167,3947.0,472.725,19203.66,2306.544,201.622,119.891,-431.027,1809.291
501,2014-10-01,85461.709,-7154.208,12004.568,66493.941,200.486,179.049,422.001,772.211,163.184,18.185,30.871,137.97,200.486,42.467,180.124,423.076,773.287,12459.668,8924.452,4133.984,-198.734,19700.626,2407.07,220.858,115.069,-409.465,1912.81
502,2014-11-01,81754.81,-6551.885,5672.573,70154.743,198.644,176.777,416.969,816.747,177.123,18.176,25.055,179.424,198.644,41.549,174.886,415.078,814.856,12437.414,9008.667,4352.816,290.823,19393.712,2314.517,227.485,120.861,168.361,2357.521
503,2014-12-01,86340.59,-6395.648,9836.49,73419.21,208.088,191.27,442.916,834.995,212.347,18.469,21.358,139.904,208.088,43.558,183.923,435.569,827.648,12722.552,9402.032,4891.936,444.626,19493.875,2410.202,253.736,136.982,295.13,2679.165
504,2015-01-01,86596.905,-6578.58,2389.879,76894.69,202.234,177.934,423.312,828.694,224.946,18.085,21.055,141.296,202.234,43.145,164.578,409.957,815.339,12443.226,9461.194,4575.389,697.511,19272.857,2420.352,279.397,144.522,740.664,3114.982
505,2015-02-01,72250.698,-5630.036,-4928.537,72317.599,182.561,161.849,382.846,771.267,207.684,16.614,25.069,139.054,182.561,38.436,158.442,379.439,767.86,12671.441,9272.357,4640.067,5.538,19673.884,2196.987,254.23,144.955,757.21,2925.172
506,2015-03-01,81476.183,-6761.629,4930.166,63559.966,192.639,179.665,415.134,837.382,226.274,18.384,34.936,142.655,192.639,42.831,176.429,411.898,834.146,12822.258,9619.226,4091.874,1062.791,19348.878,2443.119,257.274,163.967,200.796,2591.329
507,2015-04-01,75208.63,-6337.205,13570.995,53207.419,187.51,172.115,401.278,833.853,209.407,17.077,39.587,166.504,187.51,41.652,171.352,400.515,833.09,13036.733,9373.867,4937.633,858.02,19260.905,2398.44,205.12,130.328,-329.264,2007.922
508,2015-05-01,70414.557,-5841.581,5575.21,61923.19,193.159,183.33,418.828,827.107,187.549,18.348,42.548,159.833,193.159,42.339,185.978,421.476,829.754,12817.919,9502.258,4852.77,682.827,19322.278,2442.713,204.348,134.274,-507.084,1858.149
509,2015-06-01,66933.365,-4947.046,-6552.454,73844.88,190.357,184.164,416.506,792.408,190.239,17.349,43.242,125.073,190.357,41.985,187.294,419.636,795.538,12680.399,9604.633,4656.568,344.718,19846.323,2358.416,206.273,138.179,-370.037,1899.906
510,2015-07-01,76476.217,-4026.347,-8638.209,81448.949,199.086,187.267,431.961,818.244,195.832,18.036,44.973,127.442,199.086,45.608,189.183,433.877,820.16,12802.229,9571.355,4960.472,-56.295,20118.767,2444.753,216.973,143.82,-291.603,2067.714
511,2015-08-01,82623.422,-5438.861,-3359.91,78574.441,199.922,184.812,428.805,792.096,178.199,17.919,45.28,121.893,199.922,44.071,189.815,433.808,797.099,12834.452,9858.355,4507.405,721.786,19927.399,2447.534,213.875,144.885,-316.928,2052.728
512,2015-09-01,77723.74,-4484.58,5283.075,69369.492,189.658,175.497,407.021,742.621,149.981,16.429,38.989,130.201,189.658,41.867,183.279,414.803,750.402,12927.81,9357.867,4851.326,308.015,19435.837,2383.531,208.818,162.573,-380.599,1901.337
513,2015-10-01,75662.374,-4889.486,13278.07,58404.552,187.832,183.159,415.534,775.185,154.979,17.722,34.304,152.646,187.832,44.543,184.095,416.47,776.121,12894.737,8841.516,4616.55,264.394,19469.679,2445.042,226.286,158.517,-338.73,1987.31
514,2015-11-01,68573.907,-3827.172,13061.287,53639.953,189.32,181.749,416.219,827.144,180.209,17.647,29.655,183.414,189.32,45.15,178.533,413.003,823.928,12835.137,9151.067,4903.295,487.61,19105.439,2356.237,218.242,155.739,16.475,2249.14
515,2015-12-01,63000.565,-3877.354,6094.168,54929.549,197.492,189.898,434.134,882.764,215.88,18.225,27.228,187.297,197.492,46.745,184.268,428.505,877.134,12698.604,9742.387,5266.229,-238.764,19595.679,2434.92,227.257,161.754,272.196,2588.168
516,2016-01-01,60568.715,-3740.08,-9250.037,66662.224,196.98,185.228,424.372,875.088,236.473,17.675,26.085,170.482,192.064,42.164,173.48,407.709,858.424,12547.312,9706.935,4976.94,1020.325,19062.961,2435.375,273.6,168.521,741.143,3091.695
517,2016-02-01,57328.506,-3692.515,-387.473,55210.717,187.36,176.031,403.858,864.281,222.851,16.51,35.145,185.916,180.737,40.467,173.162,394.367,854.79,12434.583,10066.034,4934.002,153.575,19841.258,2310.521,251.775,162.757,411.17,2652.26
518,2016-03-01,55327.888,-4022.882,4168.07,44574.606,191.226,190.242,425.011,941.359,252.863,17.52,43.42,202.545,185.352,43.543,186.866,415.762,932.11,12644.238,10001.226,5091.576,181.146,19753.14,2441.976,240.764,194.915,52.727,2356.298
519,2016-04-01,48216.355,-3842.948,1360.351,43383.704,178.487,174.648,395.813,891.19,238.906,16.366,48.086,192.019,173.579,42.678,174.878,391.135,886.512,12441.251,9821.967,5195.193,355.095,19346.261,2361.554,241.317,177.853,-170.548,2083.848
520,2016-05-01,53123.077,-3298.277,-1802.409,49342.933,187.494,188.777,419.21,901.615,235.29,17.766,55.345,174.004,180.992,42.94,192.613,416.546,898.95,12505.483,10180.645,5739.408,496.977,19326.446,2412.475,248.317,188.274,-336.845,1965.799
521,2016-06-01,59513.341,-4790.372,-11527.58,67551.229,190.652,189.35,420.069,858.269,214.523,16.758,56.406,150.513,182.443,40.067,192.11,414.62,852.82,12333.411,10054.167,5436.952,-22.523,19832.405,2312.288,241.885,183.013,-228.85,2000.656
522,2016-07-01,61783.814,-2285.838,-15581.128,78568.539,192.829,195.919,430.196,870.081,198.076,17.484,61.673,162.653,188.71,41.448,201.722,431.88,871.765,12267.915,10532.065,5226.259,571.888,19753.69,2408.915,265.022,188.682,-138.904,2186.616
523,2016-08-01,68246.998,-4060.148,-11551.696,78174.536,196.474,198.477,436.909,821.794,180.666,17.604,61.158,125.457,190.437,41.958,205.414,437.809,822.693,12095.88,10322.258,5096.527,8.666,20261.59,2389.813,261.983,214.226,-129.65,2208.375
524,2016-09-01,65069.717,-3472.848,-4259.526,66614.898,186.119,187.216,412.641,788.108,151.106,17.453,55.469,151.438,179.12,39.307,192.696,411.122,786.589,11971.537,10199.367,5439.327,-522.375,19774.759,2297.402,238.491,201.986,-269.618,1947.752
525,2016-10-01,68725.231,-4094.563,3482.054,58952.703,185.797,193.852,420.363,835.099,160.072,17.871,49.057,187.736,179.692,40.714,195.694,416.1,830.836,12385.335,9699.065,4984.55,23.902,19684.138,2364.679,231.449,176.466,-316.367,1925.203
526,2016-11-01,67149.752,-5847.066,8538.002,52533.242,187.679,192.014,423.015,835.016,173.638,17.796,41.415,179.153,182.87,43.322,194.582,420.774,832.775,12501.811,10292.533,5425.952,79.979,19685.966,2307.494,231.044,227.919,38.639,2159.445
527,2016-12-01,63311.104,-7273.745,-8629.841,69501.358,215.601,203.194,463.404,940.971,207.976,18.801,37.11,213.679,208.124,44.61,203.973,456.707,934.273,12198.05,9792.355,5573.779,-861.5,19985.668,2357.556,280.791,250.836,687.508,2866.273
528,2017-01-01,68414.386,-6660.057,-6367.525,68005.594,193.476,197.165,435.062,926.632,245.323,18.356,36.273,191.619,186.913,44.422,181.073,412.408,903.979,12268.622,10745.097,5644.59,778.953,19289.554,2339.431,291.656,269.96,687.268,2914.837
529,2017-02-01,64389.031,-6449.208,4245.573,52380.924,175.205,177.107,391.897,873.587,220.023,16.285,41.857,203.525,169.776,39.585,167.651,377.011,858.701,12740.902,10033.25,6460.551,-83.611,19146.298,2142.588,254.597,253.227,291.563,2341.078
530,2017-03-01,64335.048,-7515.281,1096.267,53325.237,192.785,197.318,433.48,1026.651,272.826,18.173,65.115,237.056,185.831,43.377,191.262,420.471,1013.642,12877.666,10183.548,6053.766,-599.734,20057.481,2425.799,280.567,273.345,281.497,2524.263
531,2017-04-01,58753.723,-6638.958,2197.642,48565.447,179.761,183.259,403.555,997.275,270.949,17.576,71.388,233.807,173.92,40.534,185.005,399.46,993.181,12797.04,10322.333,6277.494,-95.43,19621.157,2350.432,238.279,242.424,-235.891,1932.745
532,2017-05-01,62115.414,-6147.061,-2116.451,55201.684,183.304,197.127,421.799,1034.318,300.409,17.387,82.201,212.522,177.926,41.368,201.569,420.863,1033.383,12978.8,10729.419,6231.86,200.358,20046.726,2428.739,244.353,248.867,-347.723,1892.286
533,2017-06-01,66228.987,-6853.105,-5351.063,63098.547,187.704,191.659,419.407,989.713,281.69,17.046,86.003,185.566,181.026,40.044,199.185,420.255,990.561,12941.785,10325.3,6251.986,-806.279,20565.111,2373.176,239.805,253.322,-287.064,1910.408
534,2017-07-01,62966.364,-6198.07,-10087.95,74213.784,193.453,196.122,430.602,923.984,245.05,18.04,81.78,148.514,187.905,41.027,196.477,425.409,918.792,13087.873,9954.29,6291.494,-374.882,20125.278,2477.573,250.508,248.801,-154.78,2141.879
535,2017-08-01,70582.33,-7727.414,-5766.897,70229.13,196.272,203.402,440.802,868.653,202.998,17.95,79.037,127.866,189.766,41.128,205.256,436.15,864.002,13027.461,10112.419,5665.482,-385.496,20273.998,2476.18,247.888,247.302,-201.367,2094.234
