,Month,Coal Production (Thousand Short Tons),Coal Net Imports (Thousand Short Tons),Coal Stock Change (Thousand Short Tons),Coal Consumption (Thousand Short Tons),Wood Energy Production (Trillion Btu),Biofuels Production (Trillion Btu),Total Biomass Energy Production (Trillion Btu),Total Renewable Energy Production (Trillion Btu),Hydroelectric Power Consumption (Trillion Btu),Geothermal Energy Consumption (Trillion Btu),Solar Energy Consumption (Trillion Btu),Wind Energy Consumption (Trillion Btu),Wood Energy Consumption (Trillion Btu),Waste Energy Consumption (Trillion Btu),Biofuels Consumption (Trillion Btu),Total Biomass Energy Consumption (Trillion Btu),Total Renewable Energy Consumption (Trillion Btu),Total Petroleum Field Production (Thousand Barrels per Day),Petroleum Imports (Thousand Barrels per Day),Petroleum Exports (Thousand Barrels per Day),Petroleum Stock Change (Thousand Barrels per Day),Petroleum Products Supplied (Thousand Barrels per Day),Natural Gas Marketed Production (Wet) (Billion Cubic Feet),Natural Gas Imports (Billion Cubic Feet),Natural Gas Exports (Billion Cubic Feet),Natural Gas Net Storage Withdrawals (Billion Cubic Feet),Natural Gas Consumption (Billion Cubic Feet)
84,1980-01-01,69594.0,-4339.822,-973.956,63518.541,209.613,0.0,209.829,478.943,265.618,3.495,0.0,0.0,209.613,0.216,0.0,209.829,478.943,10323.806,8598.032,549.71,324.419,18851.484,1821.0,118.006,6.444,416.0,2237.743
85,1980-02-01,65546.0,-3847.278,-1080.77,59678.382,196.117,0.0,196.31,424.298,224.631,3.357,0.0,0.0,196.117,0.193,0.0,196.31,424.298,10360.448,7944.69,558.276,-270.655,18817.207,1709.0,108.192,4.857,440.0,2146.771
86,1980-03-01,70953.0,-5540.208,1403.515,58851.915,209.598,0.0,209.727,469.134,255.676,3.731,0.0,0.0,209.598,0.129,0.0,209.727,469.134,10266.194,7452.387,572.903,145.871,17376.903,1830.0,108.648,4.799,231.0,2053.945
87,1980-04-01,69658.0,-7499.259,8931.614,52635.272,202.768,0.0,202.894,477.356,270.552,3.909,0.0,0.0,202.768,0.127,0.0,202.894,477.356,10314.833,7105.9,433.733,640.967,16784.467,1670.0,77.257,3.245,-104.0,1534.606
88,1980-05-01,71043.0,-8389.462,8767.204,52833.635,209.394,0.0,209.548,517.456,303.305,4.603,0.0,0.0,209.394,0.154,0.0,209.548,517.456,10250.258,6578.71,591.258,636.871,16237.742,1695.0,70.207,3.144,-297.0,1356.886
89,1980-06-01,71338.0,-8795.102,5592.216,56097.609,202.609,0.0,202.723,497.768,290.604,4.441,0.0,0.0,202.609,0.114,0.0,202.723,497.768,10115.333,6894.367,654.167,804.067,16187.0,1586.0,61.256,3.147,-287.0,1254.894
90,1980-07-01,61285.0,-8215.462,-11971.247,63122.139,209.449,0.0,209.554,471.331,257.106,4.67,0.0,0.0,209.449,0.106,0.0,209.554,471.331,10070.742,6257.194,530.645,467.677,16007.806,1616.0,60.6,2.585,-273.0,1295.339
91,1980-08-01,68399.0,-9103.868,2191.413,62751.874,209.544,0.0,209.675,429.358,214.693,4.991,0.0,0.0,209.544,0.131,0.0,209.675,429.358,9933.645,6191.903,318.516,746.903,15752.871,1576.0,59.966,2.598,-250.0,1282.343
92,1980-09-01,68822.0,-8361.967,3174.66,57306.317,202.79,0.0,202.905,401.712,194.301,4.506,0.0,0.0,202.79,0.115,0.0,202.905,401.712,10134.7,6239.1,556.833,-47.7,16598.4,1579.0,60.19,5.051,-235.0,1299.286
93,1980-10-01,72290.0,-9314.531,7521.233,55775.124,209.602,0.0,209.717,402.564,187.73,5.117,0.0,0.0,209.602,0.115,0.0,209.717,402.564,10047.613,6378.871,597.516,-564.226,16994.71,1648.0,74.355,4.546,-93.0,1522.266
94,1980-11-01,68655.0,-8983.765,2453.092,56798.927,202.831,0.0,202.945,409.876,201.929,5.002,0.0,0.0,202.831,0.114,0.0,202.945,409.876,10065.567,6407.9,548.8,92.3,16702.033,1652.0,88.279,3.5,127.0,1760.559
95,1980-12-01,72117.0,-8157.596,-413.904,63359.0,209.546,0.0,209.671,448.546,233.998,4.877,0.0,0.0,209.546,0.125,0.0,209.671,448.546,10165.355,6894.161,622.032,-1297.0,18410.387,1798.0,97.806,4.818,348.0,2128.957
96,1981-01-01,65927.0,-5759.471,-4923.793,67580.052,211.988,1.08,220.544,462.381,236.553,5.284,0.0,0.0,211.988,7.476,1.08,220.544,462.381,10191.635,6827.467,557.875,-1208.953,18429.724,1752.0,91.149,5.468,533.0,2278.606
97,1981-02-01,70918.0,-6666.853,-1210.179,59734.769,191.528,0.976,199.248,427.043,223.123,4.671,0.0,0.0,191.528,6.744,0.976,199.248,427.043,10257.55,6772.259,569.135,27.489,16988.908,1573.0,84.706,4.696,325.0,1895.003
98,1981-03-01,78266.0,-9633.548,9926.261,60069.199,212.042,1.08,220.595,443.808,217.976,5.237,0.0,0.0,212.042,7.472,1.08,220.595,443.808,10236.7,6028.206,586.109,408.573,15906.794,1735.0,79.82,5.32,183.0,1899.431
99,1981-04-01,36253.0,-8208.383,-21806.599,54649.223,205.195,1.045,213.467,438.02,219.717,4.836,0.0,0.0,205.195,7.226,1.045,213.467,438.02,10155.534,5667.934,569.767,447.245,15349.671,1674.0,69.337,4.539,-157.0,1488.053
100,1981-05-01,38100.0,-5988.983,-19509.386,55025.481,211.883,1.08,220.433,480.423,255.2,4.791,0.0,0.0,211.883,7.469,1.08,220.433,480.423,10094.796,5775.27,595.091,765.1,15353.0,1698.0,62.377,3.524,-234.0,1426.31
101,1981-06-01,61555.0,-6019.306,-10343.765,59684.734,204.976,1.045,213.237,496.995,278.976,4.782,0.0,0.0,204.976,7.216,1.045,213.237,496.995,10222.299,5435.364,420.371,-271.692,16094.594,1634.0,64.923,4.953,-293.0,1308.775
102,1981-07-01,74076.0,-10749.783,-3376.22,67394.25,211.838,1.08,220.392,491.304,265.656,5.256,0.0,0.0,211.838,7.473,1.08,220.392,491.304,10047.477,5816.329,571.375,268.678,15682.383,1663.0,66.184,5.336,-315.0,1313.666
103,1981-08-01,78782.0,-11164.892,3195.413,65895.822,211.846,1.08,220.428,454.028,228.409,5.191,0.0,0.0,211.846,7.501,1.08,220.428,454.028,10197.327,5767.186,643.9,601.966,15262.692,1705.0,64.45,4.975,-354.0,1312.564
104,1981-09-01,81720.0,-11830.45,8028.232,59720.63,205.148,1.045,213.48,407.22,188.516,5.224,0.0,0.0,205.148,7.287,1.045,213.48,407.22,10216.109,6364.639,519.258,626.317,15654.579,1577.0,67.316,5.776,-284.0,1264.828
105,1981-10-01,85241.0,-12265.952,10843.52,59161.454,212.004,1.08,220.581,416.966,191.231,5.153,0.0,0.0,212.004,7.497,1.08,220.581,416.966,10161.33,5959.34,737.921,283.551,15821.645,1643.0,79.204,5.108,-107.0,1518.67
106,1981-11-01,76577.0,-11773.036,7812.085,58694.803,205.166,1.045,213.437,418.476,200.541,4.498,0.0,0.0,205.166,7.226,1.045,213.437,418.476,10215.784,5741.288,700.769,557.199,15592.683,1583.0,81.94,5.14,45.0,1618.811
107,1981-12-01,76360.0,-11436.865,2381.052,65017.416,211.948,1.08,220.44,477.024,252.071,4.513,0.0,0.0,211.948,7.412,1.08,220.44,477.024,10175.282,5842.998,655.541,-575.188,16596.148,1718.0,92.544,4.539,361.0,2076.436
108,1982-01-01,67138.0,-6105.202,-8394.614,68692.483,213.205,2.922,226.251,514.44,284.215,3.975,0.0,0.0,213.205,10.124,2.922,226.251,514.44,10087.088,5332.253,828.805,-896.678,16123.968,1733.813,98.077,3.173,673.0,2399.675
109,1982-02-01,71169.0,-8934.28,2211.124,59745.588,192.598,2.639,204.375,489.624,281.593,3.656,0.0,0.0,192.598,9.137,2.639,204.375,489.624,10264.875,4806.719,803.806,-988.475,16001.401,1589.337,85.337,4.563,410.0,1984.032
110,1982-03-01,83943.0,-10411.338,9239.416,58236.142,213.132,2.922,226.157,544.724,315.347,3.22,0.0,0.0,213.132,10.103,2.922,226.157,544.724,10238.897,4484.156,882.036,-1168.603,15560.477,1680.631,81.648,4.599,183.0,1837.55
111,1982-04-01,73587.0,-10820.891,8267.383,53274.175,206.24,2.828,218.821,517.128,295.061,3.247,0.0,0.0,206.24,9.753,2.828,218.821,517.128,10132.784,4378.026,785.501,-1546.564,16046.309,1586.327,71.591,1.614,-73.0,1485.344
112,1982-05-01,71127.0,-10000.448,8333.72,54843.623,213.101,2.922,226.135,525.795,295.887,3.773,0.0,0.0,213.101,10.112,2.922,226.135,525.795,10201.546,4811.463,803.486,36.728,14846.582,1557.228,65.324,3.074,-383.0,1135.848
113,1982-06-01,71720.0,-10671.275,6171.965,55949.139,206.255,2.828,218.866,518.974,295.552,4.556,0.0,0.0,206.255,9.784,2.828,218.866,518.974,10156.623,5327.108,703.109,449.509,14998.126,1510.067,61.213,5.981,-353.0,1114.557
114,1982-07-01,60535.0,-9112.463,-6996.867,63827.555,213.146,2.922,226.202,519.267,288.273,4.792,0.0,0.0,213.146,10.135,2.922,226.202,519.267,10170.646,5889.707,741.017,1073.723,14820.547,1531.139,66.839,4.54,-350.0,1144.818
115,1982-08-01,72898.0,-7254.145,1026.373,63527.954,213.158,2.922,226.168,483.203,252.259,4.776,0.0,0.0,213.158,10.087,2.922,226.168,483.203,10158.08,5243.776,857.623,484.064,14839.294,1497.022,60.809,5.983,-306.0,1151.351
116,1982-09-01,67951.0,-8612.142,363.137,56734.354,206.364,2.828,218.947,433.748,210.219,4.581,0.0,0.0,206.364,9.755,2.828,218.947,433.748,10219.15,5414.304,790.583,183.304,15021.916,1435.813,65.515,4.515,-265.0,1140.232
117,1982-10-01,70852.0,-9905.601,4181.083,55033.85,213.332,2.922,226.373,439.874,208.623,4.877,0.0,0.0,213.332,10.119,2.922,226.373,439.874,10231.668,5305.913,931.94,595.27,14858.557,1464.912,76.522,4.53,-135.0,1310.003
118,1982-11-01,64055.0,-7719.687,626.181,56830.988,206.347,2.828,218.948,469.93,245.861,5.122,0.0,0.0,206.347,9.772,2.828,218.948,469.93,10305.841,5744.32,786.062,759.499,15009.073,1480.967,90.532,4.58,83.0,1559.477
119,1982-12-01,63136.0,-5987.078,-2414.577,60213.793,213.17,2.922,226.21,522.93,292.668,4.053,0.0,0.0,213.17,10.118,2.922,226.21,522.93,10226.395,4605.562,859.91,-815.442,15487.215,1515.084,109.928,4.575,211.0,1738.63
120,1983-01-01,62731.0,-4392.393,-2324.323,63018.495,227.926,5.363,246.575,562.279,310.615,5.087,0.0,0.002,227.926,13.286,5.363,246.575,562.279,10276.419,4437.746,973.345,-273.516,14722.252,1596.121,112.108,4.59,582.943,2213.214
121,1983-02-01,60654.0,-4310.625,699.75,54692.366,205.87,4.844,222.738,523.276,296.625,3.913,0.0,0.0,205.87,12.023,4.844,222.738,523.276,10333.821,3726.004,865.365,-793.607,14791.9,1386.471,94.673,4.572,286.511,1843.29
122,1983-03-01,68896.0,-6171.751,1769.444,55433.54,227.938,5.363,246.61,572.853,321.73,4.51,0.0,0.003,227.938,13.309,5.363,246.61,572.853,10240.71,3689.513,800.772,-1892.935,15540.504,1426.469,85.912,4.585,361.924,1747.152
123,1983-04-01,61837.0,-5970.351,384.216,52815.608,220.561,5.19,238.625,561.458,318.603,4.227,0.0,0.002,220.561,12.875,5.19,238.625,561.458,10281.167,4727.079,809.08,93.433,14692.125,1395.369,73.644,4.559,-6.385,1496.541
124,1983-05-01,63209.0,-6849.477,2877.82,54327.79,227.897,5.363,246.647,581.741,331.656,3.434,0.0,0.003,227.897,13.387,5.363,246.647,581.741,10124.581,5089.063,848.286,617.226,14504.705,1392.06,61.135,4.583,-171.903,1230.706
125,1983-06-01,61797.0,-7145.997,-650.72,58236.923,220.582,5.19,238.736,569.493,326.237,4.518,0.0,0.002,220.582,12.964,5.19,238.736,569.493,10189.667,5326.215,774.027,398.067,15288.797,1348.33,58.866,3.075,-230.655,1066.512
126,1983-07-01,55213.0,-6052.859,-16648.559,69478.025,227.933,5.363,246.651,550.993,298.715,5.627,0.0,0.001,227.933,13.354,5.363,246.651,550.993,10174.742,5740.842,571.325,676.677,15018.825,1397.885,58.094,4.548,-248.608,1061.975
127,1983-08-01,73291.0,-8264.734,-6992.312,72946.735,227.978,5.363,246.695,528.288,274.189,7.404,0.0,0.0,227.978,13.354,5.363,246.695,528.288,10240.742,6159.356,663.172,1067.452,15480.115,1377.455,55.511,6.031,-223.45,1099.67
128,1983-09-01,70312.0,-7427.692,-2160.215,63316.246,220.641,5.19,238.755,476.173,230.65,6.764,0.0,0.004,220.641,12.924,5.19,238.755,476.173,10386.267,6129.433,684.372,860.3,15505.852,1312.654,66.866,4.482,-200.452,1038.264
129,1983-10-01,71754.0,-7941.489,4982.17,60454.06,228.031,5.363,246.732,474.251,220.423,7.091,0.0,0.005,228.031,13.338,5.363,246.732,474.251,10374.226,5258.282,575.912,715.968,14962.248,1380.359,64.236,4.449,-144.022,1101.002
130,1983-11-01,68684.0,-5806.298,-324.479,61411.201,220.719,5.19,238.78,507.035,261.94,6.311,0.0,0.004,220.719,12.872,5.19,238.78,507.035,10410.867,5209.899,679.307,67.533,15499.838,1376.78,80.498,4.567,182.137,1290.257
131,1983-12-01,63713.0,-6167.65,-11066.154,70540.323,228.194,5.363,246.871,587.773,335.876,5.025,0.0,0.001,228.194,13.314,5.363,246.871,587.773,9940.806,5032.841,638.807,-1803.806,16725.941,1494.141,106.865,4.597,259.261,1646.329
132,1984-01-01,67920.703,-4980.945,-5599.196,71919.567,227.551,6.547,251.483,570.081,313.504,5.094,-0.001,0.0,227.551,17.385,6.547,251.483,570.081,10439.323,5430.054,575.214,-786.71,16800.794,1730.382,97.339,4.585,524.324,2340.098
133,1984-02-01,73670.035,-4110.965,6785.985,62994.93,212.673,6.125,235.169,535.239,293.845,6.222,0.001,0.002,212.673,16.371,6.125,235.169,535.239,10509.69,5692.759,581.847,1176.931,15437.185,1503.097,68.9,4.557,248.679,1954.809
134,1984-03-01,81524.076,-5757.913,4777.427,65027.775,227.378,6.547,251.529,579.04,320.67,6.838,0.002,0.002,227.378,17.603,6.547,251.529,579.04,10271.355,5301.192,840.134,-615.935,16050.032,1546.46,69.161,5.998,321.586,1840.305
135,1984-04-01,72750.843,-7540.589,6476.162,58945.006,219.904,6.336,243.277,566.019,315.985,6.748,0.003,0.006,219.904,17.037,6.336,243.277,566.019,10481.867,5372.311,655.02,581.933,15568.196,1512.744,71.215,4.539,-44.947,1598.622
136,1984-05-01,81073.217,-8149.213,8238.418,60165.097,227.242,6.547,251.408,593.504,335.607,6.473,0.007,0.008,227.242,17.619,6.547,251.408,593.504,10569.581,5978.621,766.31,1111.387,15619.911,1509.156,65.967,4.559,-227.717,1345.87
137,1984-06-01,76401.923,-7778.657,1642.364,66706.753,219.914,6.336,243.303,553.321,303.719,6.283,0.01,0.006,219.914,17.053,6.336,243.303,553.321,10465.3,5482.215,864.143,212.8,15708.659,1461.748,59.292,3.047,-300.626,1175.392
138,1984-07-01,74785.364,-8124.826,-1786.663,70422.274,227.458,6.547,251.632,547.618,289.982,5.997,0.003,0.005,227.458,17.627,6.547,251.632,547.618,10518.452,5407.231,536.312,337.903,15497.739,1515.471,55.459,4.542,-323.598,1152.304
139,1984-08-01,90822.681,-8088.765,7105.476,73557.45,227.481,6.547,251.638,524.053,264.894,7.509,0.009,0.003,227.481,17.61,6.547,251.638,524.053,10446.0,5044.277,731.972,-501.484,16116.474,1493.323,54.104,4.573,-292.637,1153.879
140,1984-09-01,78983.54,-8614.652,7495.741,64133.142,220.21,6.336,243.596,470.91,220.536,6.763,0.01,0.005,220.21,17.049,6.336,243.596,470.91,10653.033,5251.582,663.831,509.033,15247.381,1423.071,56.831,4.549,-263.673,1085.049
141,1984-10-01,69785.374,-6537.268,628.952,64664.826,227.64,6.547,251.974,479.62,220.205,7.424,0.007,0.009,227.64,17.786,6.547,251.974,479.62,10554.516,5778.828,599.426,1004.677,15616.458,1496.471,65.822,4.584,-198.754,1180.176
142,1984-11-01,64388.387,-4121.892,-3646.949,64613.373,220.555,6.336,244.068,486.11,234.699,7.331,0.004,0.009,220.555,17.177,6.336,244.068,486.11,10656.233,5586.858,854.192,413.2,15626.57,1492.591,84.502,4.578,145.809,1392.366
143,1984-12-01,63814.624,-6391.476,-3401.642,68145.5,227.811,6.547,252.042,532.347,272.166,8.127,0.0,0.013,227.811,17.684,6.547,252.042,532.347,10545.903,4932.587,985.714,-3.065,15375.121,1619.824,94.469,4.642,214.721,1731.657
144,1985-01-01,68260.779,-5691.158,-13169.792,74849.1,228.394,7.911,256.315,555.205,290.793,8.086,0.005,0.007,228.394,20.009,7.911,256.315,555.205,10367.097,4415.044,791.74,-1426.323,16109.194,1642.424,103.893,4.668,619.288,2101.708
145,1985-02-01,67233.21,-5928.937,-6095.585,65777.191,206.294,7.146,231.512,511.838,273.175,7.141,-0.001,0.011,206.294,18.072,7.146,231.512,511.838,10647.893,3913.13,856.9,-1771.821,16121.302,1491.742,99.497,4.607,399.517,2147.152
146,1985-03-01,77743.695,-6593.831,2790.331,64857.45,228.374,7.911,256.336,525.002,260.344,8.314,0.001,0.007,228.374,20.05,7.911,256.336,525.002,10695.0,4672.921,693.507,-93.097,15372.654,1489.912,89.554,6.065,126.77,1720.244
147,1985-04-01,76540.851,-6861.619,5404.837,61753.43,220.463,7.656,247.599,512.937,258.039,7.281,0.013,0.006,220.463,19.48,7.656,247.599,512.937,10625.2,5316.108,763.511,464.167,15471.716,1403.129,75.513,4.624,-117.062,1445.883
148,1985-05-01,78382.309,-9071.887,2567.668,64796.648,227.858,7.911,255.881,542.968,279.498,7.571,0.015,0.004,227.858,20.111,7.911,255.881,542.968,10725.839,5776.299,705.395,1099.065,15503.584,1389.055,73.439,1.642,-276.97,1147.342
149,1985-06-01,73236.584,-7774.728,412.288,66978.446,220.471,7.656,247.643,507.33,252.373,7.294,0.016,0.004,220.471,19.517,7.656,247.643,507.33,10618.733,4929.28,692.081,118.0,15482.913,1341.112,65.422,4.578,-225.987,1076.486
150,1985-07-01,69228.241,-7136.638,-9609.353,74162.318,228.091,7.911,256.159,489.577,225.387,8.019,0.011,0.001,228.091,20.156,7.911,256.159,489.577,10516.645,4949.585,675.215,169.419,15433.671,1374.047,59.497,6.053,-269.992,1118.766
151,1985-08-01,79621.806,-10158.285,-4045.551,73101.563,228.276,7.911,256.301,475.912,211.206,8.381,0.021,0.004,228.276,20.113,7.911,256.301,475.912,10396.903,4717.692,748.769,-726.355,16060.073,1371.076,60.519,4.585,-233.004,1118.153
152,1985-09-01,73976.804,-7912.802,-728.039,66673.298,221.006,7.656,247.997,454.274,198.288,7.966,0.014,0.009,221.006,19.334,7.656,247.997,454.274,10528.733,4970.441,805.984,288.633,15098.995,1344.066,63.268,4.562,-256.972,1041.132
153,1985-10-01,80157.71,-8615.164,4092.996,65032.786,228.287,7.911,256.175,475.406,211.589,7.626,0.01,0.005,228.287,19.977,7.911,256.175,475.406,10580.065,5121.091,690.237,-222.935,15943.512,1399.778,75.802,4.59,-132.041,1147.302
154,1985-11-01,69267.606,-8022.218,-2263.953,64865.711,220.962,7.656,248.07,499.606,242.115,9.416,0.003,0.002,220.962,19.452,7.656,248.07,499.606,10562.233,6116.105,1036.438,928.8,15502.759,1404.027,77.078,4.651,107.791,1312.844
155,1985-12-01,69988.522,-6960.175,-7289.426,75200.718,228.29,7.911,256.246,533.96,267.386,10.325,0.002,0.001,228.29,20.044,7.911,256.246,533.96,10709.516,5830.659,925.306,-149.29,16611.335,1619.859,106.233,4.644,493.417,1903.931
156,1986-01-01,78105.745,-5781.09,-3292.508,75872.541,217.84,9.096,249.178,486.064,226.352,10.526,0.007,0.002,217.84,22.242,9.096,249.178,486.064,10847.71,5572.707,858.704,533.677,16087.988,1620.898,99.415,4.674,373.193,2152.685
157,1986-02-01,72489.181,-4948.856,84.808,65822.741,196.536,8.216,224.922,479.122,245.152,9.04,0.006,0.002,196.536,20.171,8.216,224.922,479.122,10869.643,4676.463,876.052,-767.393,16186.028,1406.522,74.182,3.174,321.18,1885.053
158,1986-03-01,77378.779,-6029.577,4263.385,64537.966,217.379,9.096,248.837,558.538,300.28,9.403,0.011,0.007,217.379,22.362,9.096,248.837,558.538,10617.645,4712.049,731.754,-815.097,16276.299,1492.857,54.684,5.297,106.158,1731.49
159,1986-04-01,74680.129,-8088.463,7077.087,58921.077,210.372,8.803,240.788,539.897,290.609,8.479,0.014,0.006,210.372,21.613,8.803,240.788,539.897,10386.767,5439.418,849.995,-302.167,15944.634,1341.33,42.512,5.826,-68.872,1347.833
160,1986-05-01,72907.326,-8372.744,4008.098,61559.018,217.424,9.096,248.822,545.072,287.656,8.568,0.019,0.008,217.424,22.302,9.096,248.822,545.072,10380.355,6399.914,723.624,849.323,15993.195,1366.904,52.179,3.017,-217.801,1165.392
161,1986-06-01,72413.498,-7132.882,-1341.369,68193.076,210.444,8.803,240.837,527.412,277.26,9.295,0.015,0.005,210.444,21.591,8.803,240.837,527.412,10127.167,6847.882,641.538,1235.7,16049.396,1307.343,44.427,5.98,-235.808,1036.177
162,1986-07-01,67596.841,-7601.699,-14610.228,76787.333,217.598,9.096,249.011,513.292,254.396,9.862,0.017,0.005,217.598,22.317,9.096,249.011,513.292,10166.968,6941.649,685.333,962.548,16306.919,1349.304,48.382,5.65,-251.791,1030.964
163,1986-08-01,76292.842,-7546.998,-2143.761,70590.401,217.76,9.096,249.176,482.847,223.81,9.839,0.017,0.005,217.76,22.32,9.096,249.176,482.847,9818.194,7168.06,867.83,308.548,16618.296,1352.305,50.58,6.125,-258.79,994.837
164,1986-09-01,74791.186,-8001.579,1276.646,65293.125,210.699,8.803,241.074,472.114,222.779,8.245,0.015,0.001,210.699,21.572,8.803,241.074,472.114,9796.433,7089.678,714.278,1189.267,15908.98,1284.803,54.479,4.553,-218.82,939.93
165,1986-10-01,79890.737,-7094.898,4849.375,63179.272,217.574,9.096,248.974,482.113,225.018,8.105,0.013,0.002,217.574,22.304,9.096,248.974,482.113,9895.548,6427.128,830.559,-242.806,16602.374,1358.93,68.628,5.453,-143.847,1016.429
166,1986-11-01,70188.893,-6357.254,3295.83,63682.41,210.647,8.803,241.122,492.321,244.175,7.015,0.009,0.0,210.647,21.673,8.803,241.122,492.321,9981.9,6591.769,820.738,52.4,16221.099,1435.435,70.483,5.985,126.128,1244.243
167,1986-12-01,73579.551,-6350.135,485.149,69792.008,217.863,9.096,249.352,532.346,273.692,9.299,0.003,0.0,217.863,22.393,9.096,249.352,532.346,9923.065,6700.377,819.854,-629.29,17130.958,1542.043,90.497,5.537,322.161,1676.265
168,1987-01-01,74681.2,-5336.437,-3887.471,72647.557,209.176,10.423,244.137,521.265,267.809,9.317,0.001,0.001,209.176,24.537,10.423,244.137,521.265,10062.677,6353.149,702.948,-209.645,16684.207,1612.362,100.779,5.119,483.399,2124.807
169,1987-02-01,71661.536,-4557.366,2118.754,63090.85,188.924,9.415,220.511,452.878,223.722,8.64,0.006,0.0,188.924,22.172,9.415,220.511,452.878,10006.643,5984.453,977.084,-808.679,16908.042,1449.437,83.911,3.431,290.252,1918.243
170,1987-03-01,75856.664,-6351.34,4182.947,63784.29,209.117,10.423,244.157,498.782,245.143,9.473,0.009,0.0,209.117,24.616,10.423,244.157,498.782,10062.161,5793.946,719.868,-215.484,16164.79,1530.167,85.778,4.619,108.187,1747.714
171,1987-04-01,71044.19,-5999.079,2965.043,61471.941,202.254,10.087,236.139,477.656,232.573,8.929,0.013,0.002,202.254,23.798,10.087,236.139,477.656,10087.767,5911.164,870.498,-581.433,16523.539,1427.734,68.486,3.153,-64.881,1436.241
172,1987-05-01,70706.998,-6421.412,89.613,65950.473,208.99,10.423,244.007,509.032,255.627,9.382,0.013,0.003,208.99,24.593,10.423,244.007,509.032,9921.806,6072.624,665.798,80.613,16026.006,1411.172,61.422,3.12,-269.9,1183.088
173,1987-06-01,77071.565,-7209.731,-2812.352,72204.411,202.596,10.087,236.522,466.873,220.689,9.635,0.017,0.01,202.596,23.839,10.087,236.522,466.873,9856.933,6768.708,669.268,207.133,16829.738,1351.361,57.709,4.57,-230.917,1098.082
174,1987-07-01,69773.853,-6490.677,-14545.132,80478.546,209.335,10.423,244.359,467.691,213.34,9.961,0.019,0.013,209.335,24.601,10.423,244.359,467.691,9832.871,7587.703,680.163,339.226,17112.972,1371.426,66.211,4.557,-202.918,1092.381
175,1987-08-01,80706.654,-7566.861,-5512.08,79934.558,209.365,10.423,244.396,448.986,194.652,9.923,0.012,0.002,209.365,24.608,10.423,244.396,448.986,9780.935,7453.745,664.077,1081.581,16346.484,1395.657,74.702,4.557,-201.903,1124.635
176,1987-09-01,82477.037,-6500.975,4454.405,68983.521,202.52,10.087,236.298,437.201,191.635,9.257,0.008,0.002,202.52,23.691,10.087,236.298,437.201,9787.1,7177.955,795.487,456.667,16669.885,1331.313,72.837,4.554,-211.925,1043.469
177,1987-10-01,85991.839,-6546.765,9170.673,67298.576,209.112,10.423,244.059,442.655,189.215,9.375,0.006,0.001,209.112,24.523,10.423,244.059,442.655,9965.871,7067.532,645.67,137.806,16941.064,1446.264,93.094,5.233,-61.896,1220.126
178,1987-11-01,79241.878,-6947.067,7523.068,66633.901,202.462,10.087,236.197,423.208,177.943,9.064,0.003,0.001,202.462,23.648,10.087,236.197,423.208,10033.933,7067.714,736.819,832.367,16342.997,1490.212,107.092,6.432,50.144,1415.682
179,1987-12-01,79548.748,-7932.413,2713.293,74461.968,209.308,10.423,244.104,475.58,222.161,9.312,0.002,0.002,209.308,24.373,10.423,244.104,475.58,9938.516,6833.498,1057.311,-887.0,17444.853,1615.796,120.51,4.674,306.288,1806.34
180,1988-01-01,75584.767,-4274.603,-5083.311,78967.267,218.368,10.508,255.331,495.132,230.477,9.312,0.005,0.007,218.368,26.455,10.508,255.331,495.132,9828.452,7181.01,885.025,-337.323,17402.602,1663.703,137.865,4.765,539.277,2186.595
181,1988-02-01,77053.604,-4319.881,-985.001,72165.673,204.246,9.83,238.853,446.663,199.789,8.013,0.008,0.0,204.246,24.778,9.83,238.853,446.663,9979.138,7255.814,863.911,-734.483,17759.524,1514.696,116.223,4.65,412.222,2037.697
182,1988-03-01,84251.05,-6924.188,4332.002,69653.994,218.351,10.508,255.385,469.098,204.359,9.341,0.013,0.0,218.351,26.526,10.508,255.385,469.098,10010.065,6944.334,834.349,-529.903,17611.663,1580.151,111.816,6.218,160.148,1866.947
183,1988-04-01,75623.196,-8836.19,2723.823,64152.338,211.122,10.169,247.241,455.993,200.293,8.454,0.005,0.0,211.122,25.95,10.169,247.241,455.993,9905.267,7270.371,675.972,634.367,16560.518,1446.606,94.722,6.354,-72.905,1463.656
184,1988-05-01,74283.78,-7681.145,155.633,66506.652,217.825,10.508,255.188,486.212,222.701,8.31,0.013,0.0,217.825,26.855,10.508,255.188,486.212,9855.839,7468.822,813.836,1144.581,16196.877,1481.44,93.37,3.777,-241.886,1302.434
185,1988-06-01,76737.962,-7795.538,-5536.775,75076.25,211.242,10.169,247.34,453.891,197.723,8.815,0.014,0.0,211.242,25.929,10.169,247.34,453.891,9785.967,7238.911,937.818,-65.7,17059.35,1407.635,93.165,8.469,-243.893,1170.361
186,1988-07-01,69450.739,-8099.957,-14750.657,81993.87,218.272,10.508,255.582,442.602,177.42,9.589,0.012,0.0,218.272,26.802,10.508,255.582,442.602,9657.581,7296.887,825.936,558.387,16694.707,1426.395,99.844,4.892,-257.883,1176.486
187,1988-08-01,88575.753,-9116.573,-8615.8,85300.987,218.415,10.508,255.815,437.214,172.238,9.149,0.012,0.0,218.415,26.893,10.508,255.815,437.214,9695.323,7385.712,813.527,-180.645,17482.408,1446.517,95.434,6.008,-235.883,1222.415
